Tube-tub	Tub ID	Tub number	Dish	Cup	Tube_number	Treatment (# females)	Block	Males	Females	Date/time set up	Date time setup	Date time emerged	Days pp	Days pp		
3-7	3	3 (dishes)	1	0	7	5	1.1	9	15	16/01/2023 10:30	16/01/2023 10:00	29/01/2023 10:00	13	13		
3-6	3	3 (cups)	0	1	6	10	1.1	1	2	16/01/2023 10:23	16/01/2023 10:00	29/01/2023 17:00	13.3	13.5		
3-6	3	3 (dishes)	1	0	6	10	1.1	4	9	16/01/2023 10:23	16/01/2023 10:00	29/01/2023 10:00	13	13		
3-5	3	3	0	0	5	5	1.1	14	10	16/01/2023 10:11	16/01/2023 10:00	29/01/2023 10:00	13	13		
3-44	3	3 (dishes)	1	0	44	5	3.1	0	2	18/01/2023 09:20	18/01/2023 10:00	29/01/2023 10:00	11	11		
3-40	3	3 (dishes)	1	0	40	1	3.1	4	3	18/01/2023 08:48	18/01/2023 10:00	29/01/2023 10:00	11	11		
3-4	3	3 (cups)	0	1	4	10	1.1	2	0	16/01/2023 10:07	16/01/2023 10:00	29/01/2023 17:00	13.3	13.5		
3-4	3	3 (dishes)	1	0	4	10	1.1	10	10	16/01/2023 10:07	16/01/2023 10:00	29/01/2023 10:00	13	13		
3-39	3	3 (dishes)	1	0	39	10	3.1	18	28	18/01/2023 08:46	18/01/2023 10:00	29/01/2023 10:00	11	11		
3-37	3	3 (dishes)	1	0	37	1	3.1	0	1	18/01/2023 08:35	18/01/2023 10:00	29/01/2023 10:00	11	11		
3-36	3	3 (dishes)	1	0	36	10	3.1	15	20	18/01/2023 09:00	18/01/2023 10:00	29/01/2023 10:00	11	11		
3-35	3	3 (dishes)	1	0	35	5	3.1	1	1	18/01/2023 08:42	18/01/2023 10:00	29/01/2023 10:00	11	11		
3-34	3	3 (dishes)	1	0	34	1	2.2	2	6	17/01/2023 17:05	17/01/2023 17:00	29/01/2023 10:00	11.7	11.5		
3-33	3	3 (dishes)	1	0	33	10	2.2	6	3	17/01/2023 17:05	17/01/2023 17:00	29/01/2023 10:00	11.7	11.5		
3-32	3	3 (dishes)	1	0	32	5	2.2	5	12	17/01/2023 17:05	17/01/2023 17:00	29/01/2023 10:00	11.7	11.5		
3-31	3	3 (dishes)	1	0	31	1	2.2	0	3	17/01/2023 16:30	17/01/2023 17:00	29/01/2023 10:00	11.7	11.5		
3-30	3	3 (dishes)	1	0	30	10	2.2	17	31	17/01/2023 16:49	17/01/2023 17:00	29/01/2023 10:00	11.7	11.5		
3-3	3	3	0	0	3	1	1.1	12	27	16/01/2023 10:06	16/01/2023 10:00	29/01/2023 10:00	13	13		
3-3	3	3 (cups)	0	1	3	1	1.1	0	3	16/01/2023 10:06	16/01/2023 10:00	29/01/2023 17:00	13.3	13.5		
3-29	3	3 (dishes)	1	0	29	5	2.2	26	33	17/01/2023 16:51	17/01/2023 17:00	29/01/2023 10:00	11.7	11.5		
3-28	3	3	0	0	28	1	2.2	11	11	17/01/2023 16:28	17/01/2023 17:00	29/01/2023 10:00	11.7	11.5		
3-27	3	3 (dishes)	1	0	27	10	2.2	21	28	17/01/2023 16:40	17/01/2023 17:00	29/01/2023 10:00	11.7	11.5		
3-26	3	3 (dishes)	1	0	26	5	2.2	18	20	17/01/2023 16:31	17/01/2023 17:00	29/01/2023 10:00	11.7	11.5		
3-25	3	3 (dishes)	1	0	25	1	2.1	4	1	17/01/2023 08:45	17/01/2023 10:00	29/01/2023 10:00	12	12		
3-24	3	3 (dishes)	1	0	24	10	2.1	1	1	17/01/2023 08:42	17/01/2023 10:00	29/01/2023 10:00	12	12		
3-23	3	3 (dishes)	1	0	23	5	2.1	6	14	17/01/2023 08:37	17/01/2023 10:00	29/01/2023 10:00	12	12		
3-22	3	3 (dishes)	1	0	22	1	2.1	3	5	17/01/2023 08:35	17/01/2023 10:00	29/01/2023 10:00	12	12		
3-21	3	3 (dishes)	1	0	21	10	2.1	3	1	17/01/2023 08:33	17/01/2023 10:00	29/01/2023 10:00	12	12		
3-20	3	3	0	0	20	5	2.1	19	5	17/01/2023 08:28	17/01/2023 10:00	29/01/2023 10:00	12	12		
3-2	3	3 (cups)	0	1	2	5	1.1	2	0	16/01/2023 10:02	16/01/2023 10:00	29/01/2023 17:00	13.3	13.5		
3-2	3	3 (dishes)	1	0	2	5	1.1	3	12	16/01/2023 10:02	16/01/2023 10:00	29/01/2023 10:00	13	13		
3-19	3	3 (dishes)	1	0	19	1	2.1	10	15	17/01/2023 08:26	17/01/2023 10:00	29/01/2023 10:00	12	12		
3-17	3	3 (dishes)	1	0	17	5	2.1	5	1	17/01/2023 08:17	17/01/2023 10:00	29/01/2023 10:00	12	12		
3-16	3	3 (cups)	0	1	16	1	2.1	1	0	17/01/2023 08:14	17/01/2023 10:00	29/01/2023 17:00	12.3	12.5		
3-16	3	3 (dishes)	1	0	16	1	2.1	6	17	17/01/2023 08:14	17/01/2023 10:00	29/01/2023 10:00	12	12		
3-15	3	3 (cups)	0	1	15	10	2.1	2	0	17/01/2023 08:12	17/01/2023 10:00	29/01/2023 17:00	12.3	12.5		
3-15	3	3 (dishes)	1	0	15	10	2.1	10	11	17/01/2023 08:12	17/01/2023 10:00	29/01/2023 10:00	12	12		
3-14	3	3 (cups)	0	1	14	5	2.1	5	1	17/01/2023 08:04	17/01/2023 10:00	29/01/2023 17:00	12.3	12.5		
3-14	3	3 (dishes)	1	0	14	5	2.1	22	24	17/01/2023 08:04	17/01/2023 10:00	29/01/2023 10:00	12	12		
3-12	3	3	0	0	12	10	1.2	16	21	16/01/2023 16:42	16/01/2023 17:00	29/01/2023 10:00	12.7	12.5		
3-12	3	3 (cups)	0	1	12	10	1.2	1	0	16/01/2023 16:42	16/01/2023 17:00	29/01/2023 17:00	13	13		
3-11	3	3	0	0	11	1	1.2	4	5	16/01/2023 16:33	16/01/2023 17:00	29/01/2023 10:00	12.7	12.5		
3-10	3	3 (cups)	0	1	10	5	1.2	0	1	16/01/2023 16:30	16/01/2023 17:00	29/01/2023 17:00	13	13		
3-10	3	3 (dishes)	1	0	10	5	1.2	2	3	16/01/2023 16:30	16/01/2023 17:00	29/01/2023 10:00	12.7	12.5		
3-1	3	3 (dishes)	1	0	1	1	1.1	1	5	16/01/2023 09:56	16/01/2023 10:00	29/01/2023 10:00	13	13		
2-9	2	2	0	0	9	10	1.2	1	3	16/01/2023 16:28	16/01/2023 17:00	28/01/2023 17:00	12	12		
2-8	2	2	0	0	8	1	1.2	3	4	16/01/2023 16:18	16/01/2023 17:00	28/01/2023 17:00	12	12		
2-7	2	2	0	0	7	5	1.1	3	5	16/01/2023 10:30	16/01/2023 10:00	28/01/2023 17:00	12.3	12.5		
2-6	2	2	0	0	6	10	1.1	2	2	16/01/2023 10:23	16/01/2023 10:00	28/01/2023 17:00	12.3	12.5		
2-5	2	2	0	0	5	5	1.1	6	10	16/01/2023 10:11	16/01/2023 10:00	28/01/2023 17:00	12.3	12.5		
2-4	2	2	0	0	4	10	1.1	2	3	16/01/2023 10:07	16/01/2023 10:00	28/01/2023 17:00	12.3	12.5		
2-34	2	2	0	0	34	1	2.2	1	1	17/01/2023 17:05	17/01/2023 17:00	28/01/2023 17:00	11	11		
2-32	2	2	0	0	32	5	2.2	0	1	17/01/2023 17:05	17/01/2023 17:00	28/01/2023 17:00	11	11		
2-3	2	2	0	0	3	1	1.1	4	4	16/01/2023 10:06	16/01/2023 10:00	28/01/2023 17:00	12.3	12.5		
2-29	2	2	0	0	29	5	2.2	12	7	17/01/2023 16:51	17/01/2023 17:00	28/01/2023 17:00	11	11		
2-28	2	2	0	0	28	1	2.2	1	2	17/01/2023 16:28	17/01/2023 17:00	28/01/2023 17:00	11	11		
2-27	2	2	0	0	27	10	2.2	1	1	17/01/2023 16:40	17/01/2023 17:00	28/01/2023 17:00	11	11		
2-26	2	2	0	0	26	5	2.2	0	2	17/01/2023 16:31	17/01/2023 17:00	28/01/2023 17:00	11	11		
2-20	2	2	0	0	20	5	2.1	0	1	17/01/2023 08:28	17/01/2023 10:00	28/01/2023 17:00	11.3	11.5		
2-2	2	2	0	0	2	5	1.1	1	4	16/01/2023 10:02	16/01/2023 10:00	28/01/2023 17:00	12.3	12.5		
2-19	2	2	0	0	19	1	2.1	0	2	17/01/2023 08:26	17/01/2023 10:00	28/01/2023 17:00	11.3	11.5		
2-16	2	2	0	0	16	1	2.1	5	3	17/01/2023 08:14	17/01/2023 10:00	28/01/2023 17:00	11.3	11.5		
2-15	2	2	0	0	15	10	2.1	0	1	17/01/2023 08:12	17/01/2023 10:00	28/01/2023 17:00	11.3	11.5		
2-14	2	2	0	0	14	5	2.1	8	7	17/01/2023 08:04	17/01/2023 10:00	28/01/2023 17:00	11.3	11.5		
2-12	2	2	0	0	12	10	1.2	4	7	16/01/2023 16:42	16/01/2023 17:00	28/01/2023 17:00	12	12		
2-11	2	2	0	0	11	1	1.2	0	1	16/01/2023 16:33	16/01/2023 17:00	28/01/2023 17:00	12	12		
2-10	2	2	0	0	10	5	1.2	0	2	16/01/2023 16:30	16/01/2023 17:00	28/01/2023 17:00	12	12		
2-1	2	2	0	0	1	1	1.1	1	7	16/01/2023 09:56	16/01/2023 10:00	28/01/2023 17:00	12.3	12.5		
1-9	1	1	0	0	9	10	1.2	6	1	16/01/2023 16:28	16/01/2023 17:00	28/01/2023 10:00	11.7	11.5		
1-8	1	1	0	0	8	1	1.2	15	6	16/01/2023 16:18	16/01/2023 17:00	28/01/2023 10:00	11.7	11.5		
1-7	1	1	0	0	7	5	1.1	8	7	16/01/2023 10:30	16/01/2023 10:00	28/01/2023 10:00	12	12		
1-6	1	1	0	0	6	10	1.1	21	19	16/01/2023 10:23	16/01/2023 10:00	28/01/2023 10:00	12	12		
1-5	1	1	0	0	5	5	1.1	12	4	16/01/2023 10:11	16/01/2023 10:00	28/01/2023 10:00	12	12		
14-59	14	14 (cups)	0	1	59	5	3.2	0	1	18/01/2023 16:16	18/01/2023 17:00	03/02/2023 17:00	16	16		
14-58	14	14 (cups)	0	1	58	1	3.2	0	1	18/01/2023 16:05	18/01/2023 17:00	03/02/2023 17:00	16	16		
14-56	14	14 (cups)	0	1	56	5	3.2	1	0	18/01/2023 15:59	18/01/2023 17:00	03/02/2023 17:00	16	16		
14-54	14	14 (cups)	0	1	54	10	3.2	1	0	18/01/2023 15:48	18/01/2023 17:00	03/02/2023 17:00	16	16		
14-53	14	14 (cups)	0	1	53	5	3.2	0	1	18/01/2023 15:39	18/01/2023 17:00	03/02/2023 17:00	16	16		
14-51	14	14 (cups)	0	1	51	10	3.2	1	2	18/01/2023 15:49	18/01/2023 17:00	03/02/2023 17:00	16	16		
14-50	14	14 (cups)	0	1	50	5	3.2	1	1	18/01/2023 15:31	18/01/2023 17:00	03/02/2023 17:00	16	16		
14-47	14	14 (cups)	0	1	47	5	3.2	0	1	18/01/2023 15:24	18/01/2023 17:00	03/02/2023 17:00	16	16		
1-4	1	1	0	0	4	10	1.1	1	5	16/01/2023 10:07	16/01/2023 10:00	28/01/2023 10:00	12	12		
13-59	13	13 (cups)	0	1	59	5	3.2	1	2	18/01/2023 16:16	18/01/2023 17:00	03/02/2023 10:00	15.7	15.5		
13-58	13	13 (cups)	0	1	58	1	3.2	3	3	18/01/2023 16:05	18/01/2023 17:00	03/02/2023 10:00	15.7	15.5		
13-57	13	13 (cups)	0	1	57	10	3.2	1	3	18/01/2023 16:01	18/01/2023 17:00	03/02/2023 10:00	15.7	15.5		
13-56	13	13 (cups)	0	1	56	5	3.2	1	1	18/01/2023 15:59	18/01/2023 17:00	03/02/2023 10:00	15.7	15.5		
13-54	13	13 (cups)	0	1	54	10	3.2	3	6	18/01/2023 15:48	18/01/2023 17:00	03/02/2023 10:00	15.7	15.5		
13-53	13	13 (cups)	0	1	53	5	3.2	0	2	18/01/2023 15:39	18/01/2023 17:00	03/02/2023 10:00	15.7	15.5		
13-52	13	13 (cups)	0	1	52	1	3.2	0	1	18/01/2023 15:33	18/01/2023 17:00	03/02/2023 10:00	15.7	15.5		
13-50	13	13 (cups)	0	1	50	5	3.2	6	3	18/01/2023 15:31	18/01/2023 17:00	03/02/2023 10:00	15.7	15.5		
13-47	13	13 (cups)	0	1	47	5	3.2	3	3	18/01/2023 15:24	18/01/2023 17:00	03/02/2023 10:00	15.7	15.5		
13-47	13	13 (dishes)	1	0	47	5	3.2	1	0	18/01/2023 15:24	18/01/2023 17:00	03/02/2023 10:00	15.7	15.5		
13-45	13	13 (cups)	0	1	45	10	3.1	13	14	18/01/2023 09:17	18/01/2023 10:00	03/02/2023 10:00	16	16		
13-45	13	13 (cups)	0	1	45	10	3.1	0	1	18/01/2023 09:17	18/01/2023 10:00	03/02/2023 10:00	16	16		
13-44	13	13 (cups)	0	1	44	5	3.1	3	6	18/01/2023 09:20	18/01/2023 10:00	03/02/2023 10:00	16	16		
13-42	13	13 (cups)	0	1	42	10	3.1	0	3	18/01/2023 09:05	18/01/2023 10:00	03/02/2023 10:00	16	16		
13-41	13	13 (cups)	0	1	41	5	3.1	0	2	18/01/2023 08:55	18/01/2023 10:00	03/02/2023 10:00	16	16		
13-39	13	13 (cups)	0	1	39	10	3.1	6	17	18/01/2023 08:46	18/01/2023 10:00	03/02/2023 10:00	16	16		
13-38	13	13 (dishes)	1	0	38	5	3.1	0	1	18/01/2023 08:38	18/01/2023 10:00	03/02/2023 10:00	16	16		
13-35	13	13 (cups)	0	1	35	5	3.1	0	1	18/01/2023 08:42	18/01/2023 10:00	03/02/2023 10:00	16	16		
1-30	1	1	0	0	30	10	2.2	2	0	17/01/2023 16:49	17/01/2023 17:00	28/01/2023 10:00	10.7	10.5		
1-3	1	1	0	0	3	1	1.1	4	10	16/01/2023 10:06	16/01/2023 10:00	28/01/2023 10:00	12	12		
1-29	1	1	0	0	29	5	2.2	8	4	17/01/2023 16:51	17/01/2023 17:00	28/01/2023 10:00	10.7	10.5		
1-28	1	1	0	0	28	1	2.2	1	0	17/01/2023 16:28	17/01/2023 17:00	28/01/2023 10:00	10.7	10.5		
1-26	1	1	0	0	26	5	2.2	2	0	17/01/2023 16:31	17/01/2023 17:00	28/01/2023 10:00	10.7	10.5		
12-59	12	12 (cups)	0	1	59	5	3.2	0	1	18/01/2023 16:16	18/01/2023 17:00	02/02/2023 17:00	15	15		
12-57	12	12 (cups)	0	1	57	10	3.2	1	2	18/01/2023 16:01	18/01/2023 17:00	02/02/2023 17:00	15	15		
12-56	12	12 (cups)	0	1	56	5	3.2	2	4	18/01/2023 15:59	18/01/2023 17:00	02/02/2023 17:00	15	15		
12-54	12	12 (cups)	0	1	54	10	3.2	0	1	18/01/2023 15:48	18/01/2023 17:00	02/02/2023 17:00	15	15		
12-53	12	12 (cups)	0	1	53	5	3.2	1	0	18/01/2023 15:39	18/01/2023 17:00	02/02/2023 17:00	15	15		
12-52	12	12 (cups)	0	1	52	1	3.2	0	3	18/01/2023 15:33	18/01/2023 17:00	02/02/2023 17:00	15	15		
12-51	12	12 (cups)	0	1	51	10	3.2	1	0	18/01/2023 15:49	18/01/2023 17:00	02/02/2023 17:00	15	15		
12-50	12	12 (cups)	0	1	50	5	3.2	2	3	18/01/2023 15:31	18/01/2023 17:00	02/02/2023 17:00	15	15		
12-50	12	12 (dishes)	1	0	50	5	3.2	0	1	18/01/2023 15:31	18/01/2023 17:00	01/02/2023 17:00	14	14		
12-49	12	12 (cups)	0	1	49	1	3.2	1	0	18/01/2023 15:28	18/01/2023 17:00	02/02/2023 17:00	15	15		
12-47	12	12 (cups)	0	1	47	5	3.2	1	0	18/01/2023 15:24	18/01/2023 17:00	02/02/2023 17:00	15	15		
12-47	12	12 (dishes)	1	0	47	5	3.2	0	1	18/01/2023 15:24	18/01/2023 17:00	01/02/2023 17:00	14	14		
12-45	12	12 (cups)	0	1	45	10	3.1	1	6	18/01/2023 09:17	18/01/2023 10:00	02/02/2023 17:00	15.3	15.5		
12-45	12	12 (dishes)	1	0	45	10	3.1	0	1	18/01/2023 09:17	18/01/2023 10:00	01/02/2023 17:00	14.3	14.5		
12-44	12	12 (cups)	0	1	44	5	3.1	2	2	18/01/2023 09:20	18/01/2023 10:00	02/02/2023 17:00	15.3	15.5		
12-42	12	12 (cups)	0	1	42	10	3.1	0	5	18/01/2023 09:05	18/01/2023 10:00	02/02/2023 17:00	15.3	15.5		
12-41	12	12 (cups)	0	1	41	5	3.1	2	0	18/01/2023 08:55	18/01/2023 10:00	02/02/2023 17:00	15.3	15.5		
12-40	12	12 (cups)	0	1	40	1	3.1	0	1	18/01/2023 08:48	18/01/2023 10:00	02/02/2023 17:00	15.3	15.5		
12-39	12	12 (cups)	0	1	39	10	3.1	2	10	18/01/2023 08:46	18/01/2023 10:00	02/02/2023 17:00	15.3	15.5		
12-38	12	12 (cups)	0	1	38	5	3.1	0	1	18/01/2023 08:38	18/01/2023 10:00	02/02/2023 17:00	15.3	15.5		
12-35	12	12 (cups)	0	1	35	5	3.1	0	2	18/01/2023 08:42	18/01/2023 10:00	02/02/2023 17:00	15.3	15.5		
12-33	12	12 (cups)	0	1	33	10	2.2	0	1	17/01/2023 17:05	17/01/2023 17:00	02/02/2023 17:00	16	16		
12-30	12	12 (cups)	0	1	30	10	2.2	1	1	17/01/2023 16:49	17/01/2023 17:00	02/02/2023 17:00	16	16		
12-29	12	12 (cups)	0	1	29	5	2.2	0	1	17/01/2023 16:51	17/01/2023 17:00	02/02/2023 17:00	16	16		
12-27	12	12 (cups)	0	1	27	10	2.2	0	2	17/01/2023 16:40	17/01/2023 17:00	02/02/2023 17:00	16	16		
12-26	12	12 (cups)	0	1	26	5	2.2	0	2	17/01/2023 16:31	17/01/2023 17:00	02/02/2023 17:00	16	16		
1-2	1	1	0	0	2	5	1.1	0	6	16/01/2023 10:02	16/01/2023 10:00	28/01/2023 10:00	12	12		
1-16	1	1	0	0	16	1	2.1	4	2	17/01/2023 08:14	17/01/2023 10:00	28/01/2023 10:00	11	11		
11-59	11	11 (cups)	0	1	59	5	3.2	3	2	18/01/2023 16:16	18/01/2023 17:00	02/02/2023 10:00	14.7	14.5		
11-59	11	11 (dishes)	1	0	59	5	3.2	0	1	18/01/2023 16:16	18/01/2023 17:00	02/02/2023 10:00	14.7	14.5		
11-58	11	11 (cups)	0	1	58	1	3.2	1	3	18/01/2023 16:05	18/01/2023 17:00	02/02/2023 10:00	14.7	14.5		
11-57	11	11 (cups)	0	1	57	10	3.2	2	7	18/01/2023 16:01	18/01/2023 17:00	02/02/2023 10:00	14.7	14.5		
11-57	11	11 (dishes)	1	0	57	10	3.2	0	1	18/01/2023 16:01	18/01/2023 17:00	02/02/2023 10:00	14.7	14.5		
11-56	11	11 (cups)	0	1	56	5	3.2	3	4	18/01/2023 15:59	18/01/2023 17:00	02/02/2023 10:00	14.7	14.5		
11-56	11	11 (dishes)	1	0	56	5	3.2	0	1	18/01/2023 15:59	18/01/2023 17:00	02/02/2023 10:00	14.7	14.5		
11-54	11	11 (cups)	0	1	54	10	3.2	5	9	18/01/2023 15:48	18/01/2023 17:00	02/02/2023 10:00	14.7	14.5		
11-53	11	11 (cups)	0	1	53	5	3.2	0	3	18/01/2023 15:39	18/01/2023 17:00	02/02/2023 10:00	14.7	14.5		
11-53	11	11 (dishes)	1	0	53	5	3.2	0	1	18/01/2023 15:39	18/01/2023 17:00	02/02/2023 10:00	14.7	14.5		
11-52	11	11 (cups)	0	1	52	1	3.2	2	6	18/01/2023 15:33	18/01/2023 17:00	02/02/2023 10:00	14.7	14.5		
11-51	11	11 (cups)	0	1	51	10	3.2	0	2	18/01/2023 15:49	18/01/2023 17:00	02/02/2023 10:00	14.7	14.5		
11-51	11	11 (dishes)	1	0	51	10	3.2	0	1	18/01/2023 15:49	18/01/2023 17:00	02/02/2023 10:00	14.7	14.5		
11-50	11	11 (cups)	0	1	50	5	3.2	7	18	18/01/2023 15:31	18/01/2023 17:00	02/02/2023 10:00	14.7	14.5		
11-49	11	11 (cups)	0	1	49	1	3.2	1	1	18/01/2023 15:28	18/01/2023 17:00	02/02/2023 10:00	14.7	14.5		
11-49	11	11 (dishes)	1	0	49	1	3.2	0	1	18/01/2023 15:28	18/01/2023 17:00	02/02/2023 10:00	14.7	14.5		
11-48	11	11 (cups)	0	1	48	10	3.2	2	1	18/01/2023 15:24	18/01/2023 17:00	02/02/2023 10:00	14.7	14.5		
11-47	11	11 (cups)	0	1	47	5	3.2	4	13	18/01/2023 15:24	18/01/2023 17:00	02/02/2023 10:00	14.7	14.5		
11-46	11	11 (cups)	0	1	46	1	3.1	1	2	18/01/2023 09:20	18/01/2023 10:00	02/02/2023 10:00	15	15		
11-45	11	11 (cups)	0	1	45	10	3.1	13	6	18/01/2023 09:17	18/01/2023 10:00	02/02/2023 10:00	15	15		
11-44	11	11 (cups)	0	1	44	5	3.1	10	8	18/01/2023 09:20	18/01/2023 10:00	02/02/2023 10:00	15	15		
11-43	11	11 (cups)	0	1	43	1	3.1	2	2	18/01/2023 09:06	18/01/2023 10:00	02/02/2023 10:00	15	15		
11-42	11	11 (cups)	0	1	42	10	3.1	4	5	18/01/2023 09:05	18/01/2023 10:00	02/02/2023 10:00	15	15		
11-42	11	11 (dishes)	1	0	42	10	3.1	0	1	18/01/2023 09:05	18/01/2023 10:00	02/02/2023 10:00	15	15		
11-41	11	11 (cups)	0	1	41	5	3.1	2	4	18/01/2023 08:55	18/01/2023 10:00	02/02/2023 10:00	15	15		
11-40	11	11 (cups)	0	1	40	1	3.1	0	1	18/01/2023 08:48	18/01/2023 10:00	02/02/2023 10:00	15	15		
1-14	1	1	0	0	14	5	2.1	3	2	17/01/2023 08:04	17/01/2023 10:00	28/01/2023 10:00	11	11		
11-39	11	11 (cups)	0	1	39	10	3.1	6	5	18/01/2023 08:46	18/01/2023 10:00	02/02/2023 10:00	15	15		
11-38	11	11 (cups)	0	1	38	5	3.1	1	3	18/01/2023 08:38	18/01/2023 10:00	02/02/2023 10:00	15	15		
11-37	11	11 (cups)	0	1	37	1	3.1	1	4	18/01/2023 08:35	18/01/2023 10:00	02/02/2023 10:00	15	15		
11-36	11	11 (cups)	0	1	36	10	3.1	1	5	18/01/2023 09:00	18/01/2023 10:00	02/02/2023 10:00	15	15		
11-36	11	11 (dishes)	1	0	36	10	3.1	2	1	18/01/2023 09:00	18/01/2023 10:00	02/02/2023 10:00	15	15		
11-35	11	11 (cups)	0	1	35	5	3.1	3	4	18/01/2023 08:42	18/01/2023 10:00	02/02/2023 10:00	15	15		
11-33	11	11 (cups)	0	1	33	10	2.2	3	0	17/01/2023 17:05	17/01/2023 17:00	02/02/2023 10:00	15.7	15.5		
11-33	11	11 (dishes)	1	0	33	10	2.2	0	1	17/01/2023 17:05	17/01/2023 17:00	02/02/2023 10:00	15.7	15.5		
11-32	11	11 (cups)	0	1	32	5	2.2	1	0	17/01/2023 17:05	17/01/2023 17:00	02/02/2023 10:00	15.7	15.5		
11-31	11	11 (cups)	0	1	31	1	2.2	3	5	17/01/2023 16:30	17/01/2023 17:00	02/02/2023 10:00	15.7	15.5		
11-30	11	11 (cups)	0	1	30	10	2.2	0	3	17/01/2023 16:49	17/01/2023 17:00	02/02/2023 10:00	15.7	15.5		
11-29	11	11 (cups)	0	1	29	5	2.2	1	1	17/01/2023 16:51	17/01/2023 17:00	02/02/2023 10:00	15.7	15.5		
11-27	11	11 (cups)	0	1	27	10	2.2	0	3	17/01/2023 16:40	17/01/2023 17:00	02/02/2023 10:00	15.7	15.5		
11-26	11	11 (cups)	0	1	26	5	2.2	3	6	17/01/2023 16:31	17/01/2023 17:00	02/02/2023 10:00	15.7	15.5		
11-24	11	11 (cups)	0	1	24	10	2.1	2	0	17/01/2023 08:42	17/01/2023 10:00	02/02/2023 10:00	16	16		
11-23	11	11 (cups)	0	1	23	5	2.1	1	1	17/01/2023 08:37	17/01/2023 10:00	02/02/2023 10:00	16	16		
11-23	11	11 (cups)	0	1	23	5	2.1	3	2	17/01/2023 08:37	17/01/2023 10:00	02/02/2023 10:00	16	16		
11-23	11	11 (dishes)	1	0	23	5	2.1	0	1	17/01/2023 08:37	17/01/2023 10:00	02/02/2023 10:00	16	16		
11-21	11	11 (cups)	0	1	21	10	2.1	4	0	17/01/2023 08:33	17/01/2023 10:00	02/02/2023 10:00	16	16		
11-21	11	11 (dishes)	1	0	21	10	2.1	1	0	17/01/2023 08:33	17/01/2023 10:00	02/02/2023 10:00	16	16		
11-20	11	11 (cups)	0	1	20	5	2.1	4	7	17/01/2023 08:28	17/01/2023 10:00	02/02/2023 10:00	16	16		
1-12	1	1	0	0	12	10	1.2	8	4	16/01/2023 16:42	16/01/2023 17:00	28/01/2023 10:00	11.7	11.5		
11-19	11	11 (cups)	0	1	19	1	2.1	0	1	17/01/2023 08:26	17/01/2023 10:00	02/02/2023 10:00	16	16		
11-18	11	11 (cups)	0	1	18	10	2.1	7	12	17/01/2023 08:23	17/01/2023 10:00	02/02/2023 10:00	16	16		
11-18	11	11 (cups)	0	1	18	10	2.1	1	0	17/01/2023 08:23	17/01/2023 10:00	02/02/2023 10:00	16	16		
11-17	11	11 (cups)	0	1	17	5	2.1	0	1	17/01/2023 08:17	17/01/2023 10:00	02/02/2023 10:00	16	16		
11-15	11	11 (cups)	0	1	15	10	2.1	1	1	17/01/2023 08:12	17/01/2023 10:00	02/02/2023 10:00	16	16		
1-11	1	1	0	0	11	1	1.2	1	0	16/01/2023 16:33	16/01/2023 17:00	28/01/2023 10:00	11.7	11.5		
1-10	1	1	0	0	10	5	1.2	8	8	16/01/2023 16:30	16/01/2023 17:00	28/01/2023 10:00	11.7	11.5		
1-1	1	1	0	0	1	1	1.1	8	8	16/01/2023 09:56	16/01/2023 10:00	28/01/2023 10:00	12	12		
10-9	10	10 (cups)	0	1	9	10	1.2	1	5	16/01/2023 16:28	16/01/2023 17:00	01/02/2023 17:00	16	16		
10-57	10	10 (cups)	0	1	57	10	3.2	0	1	18/01/2023 16:01	18/01/2023 17:00	01/02/2023 10:00	13.7	13.5		
10-57	10	10 (dishes)	1	0	57	10	3.2	0	1	18/01/2023 16:01	18/01/2023 17:00	01/02/2023 17:00	14	14		
10-56	10	10 (cups)	0	1	56	5	3.2	0	1	18/01/2023 15:59	18/01/2023 17:00	01/02/2023 17:00	14	14		
10-56	10	10 (dishes)	1	0	56	5	3.2	1	0	18/01/2023 15:59	18/01/2023 17:00	01/02/2023 17:00	14	14		
10-54	10	10 (cups)	0	1	54	10	3.2	1	3	18/01/2023 15:48	18/01/2023 17:00	01/02/2023 17:00	14	14		
10-54	10	10 (dishes)	1	0	54	10	3.2	0	1	18/01/2023 15:48	18/01/2023 17:00	01/02/2023 17:00	14	14		
10-53	10	10 (cups)	0	1	53	5	3.2	0	3	18/01/2023 15:39	18/01/2023 17:00	01/02/2023 17:00	14	14		
10-53	10	10 (dishes)	1	0	53	5	3.2	0	1	18/01/2023 15:39	18/01/2023 17:00	01/02/2023 17:00	14	14		
10-52	10	10 (cups)	0	1	52	1	3.2	0	2	18/01/2023 15:33	18/01/2023 17:00	01/02/2023 17:00	14	14		
10-51	10	10 (cups)	0	1	51	10	3.2	1	0	18/01/2023 15:49	18/01/2023 17:00	01/02/2023 17:00	14	14		
10-51	10	10 (dishes)	1	0	51	10	3.2	0	2	18/01/2023 15:49	18/01/2023 17:00	01/02/2023 17:00	14	14		
10-50	10	10 (cups)	0	1	50	5	3.2	2	5	18/01/2023 15:31	18/01/2023 17:00	01/02/2023 17:00	14	14		
10-50	10	10 (dishes)	1	0	50	5	3.2	0	2	18/01/2023 15:31	18/01/2023 17:00	01/02/2023 17:00	14	14		
10-49	10	10 (cups)	0	1	49	1	3.2	0	3	18/01/2023 15:28	18/01/2023 17:00	01/02/2023 17:00	14	14		
